Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,2546,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 6}]","{'situation': 'CollapsedBuilding', 'object': 'House'}",0,1,1
12,2598,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 12}]",,0,1,1
18,6758,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 18}]",,0,1,1
24,5644,3,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 24}]",,0,1,1
39,114,9,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 39}]",,0,1,1
45,8410,7,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 45}]",,0,1,1
51,6815,9,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 51}]",,0,1,1
57,3784,6,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 57}]",,0,1,1
63,2232,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 63}]",,0,1,1
69,5879,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 69}]",,0,1,1
75,3053,6,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 75}]",,0,1,1
