Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,8955,0,0,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 6}]","{'situation': 'PanickedPeople', 'object': 'Street'}",0,1,1
12,579,0,0,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 12}]",,0,1,1
18,3987,0,0,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 18}]",,0,1,1
24,5672,0,1,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 18}, {'situation': 'PanickedPeople', 'object': 'Outdoor', 'coders': 6}]",,1,1,0.234
30,7157,0,1,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 24}, {'situation': 'PanickedPeople', 'object': 'Outdoor', 'coders': 6}]",,0,1,0.349
36,8866,0,1,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 30}, {'situation': 'PanickedPeople', 'object': 'Outdoor', 'coders': 6}]",,0,1,0.437
42,5518,0,1,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 36}, {'situation': 'PanickedPeople', 'object': 'Outdoor', 'coders': 6}]",,0,1,0.504
48,5515,5,1,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 42}, {'situation': 'PanickedPeople', 'object': 'Outdoor', 'coders': 6}]",,0,1,0.558
54,4057,8,1,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 48}, {'situation': 'PanickedPeople', 'object': 'Outdoor', 'coders': 6}]",,0,1,0.601
60,5474,8,1,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 54}, {'situation': 'PanickedPeople', 'object': 'Outdoor', 'coders': 6}]",,0,1,0.637
75,149,22,1,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 69}, {'situation': 'PanickedPeople', 'object': 'Outdoor', 'coders': 6}]",,0,1,0.704
81,6625,15,1,"[{'situation': 'PanickedPeople', 'object': 'Street', 'coders': 75}, {'situation': 'PanickedPeople', 'object': 'Outdoor', 'coders': 6}]",,0,1,0.724
