Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,6759,0,0,"[{'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 6}]","{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",0,1,1
12,6497,0,0,"[{'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 12}]",,0,1,1
18,9148,0,0,"[{'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 18}]",,0,1,1
33,79,11,0,"[{'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 33}]",,0,1,1
39,3471,0,0,"[{'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 39}]",,0,1,1
45,1823,0,0,"[{'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 45}]",,0,1,1
51,4829,0,0,"[{'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 51}]",,0,1,1
57,550,9,0,"[{'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 57}]",,0,1,1
63,1766,13,0,"[{'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 63}]",,0,1,1
69,8628,13,0,"[{'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 69}]",,0,1,1
