Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,5523,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Hospital', 'coders': 6}]","{'situation': 'BlockedBuilding', 'object': 'Hospital'}",0,1,1
12,1865,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Hospital', 'coders': 12}]",,0,1,1
18,5000,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Hospital', 'coders': 18}]",,0,1,1
24,5866,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Hospital', 'coders': 24}]",,0,1,1
30,10301,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Hospital', 'coders': 30}]",,0,1,1
36,10443,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Hospital', 'coders': 36}]",,0,1,1
42,10833,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Hospital', 'coders': 42}]",,0,1,1
48,11769,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Hospital', 'coders': 48}]",,0,1,1
54,15490,0,1,"[{'situation': 'BlockedBuilding', 'object': 'Hospital', 'coders': 48}, {'situation': 'EmergencyBuilding', 'object': 'PublicBuilding', 'coders': 6}]",,1,1,0.601
60,19635,0,1,"[{'situation': 'BlockedBuilding', 'object': 'Hospital', 'coders': 54}, {'situation': 'EmergencyBuilding', 'object': 'PublicBuilding', 'coders': 6}]",,0,1,0.637
