Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,2905,0,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 6}]","{'situation': 'PanickedPeople', 'object': 'Family'}",0,1,1
12,1038,0,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 12}]",,0,1,1
18,1414,0,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 12}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 6}]",,1,0,0.085
24,2481,0,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 12}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,1,0,-0.022
30,5889,0,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 18}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,0,0,0.023
36,1609,6,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 24}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,0,1,0.098
42,5731,7,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 30}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,0,1,0.174
48,3062,9,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 36}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,0,1,0.242
54,7262,10,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 42}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,0,1,0.302
60,3629,13,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 48}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,0,1,0.355
66,9336,14,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 54}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,0,1,0.4
72,7048,32,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 60}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,0,1,0.441
78,7903,37,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 66}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,0,1,0.476
84,1518,44,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 72}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,0,1,0.507
90,2823,43,1,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 78}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 12}]",,0,1,0.535
