Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
2,9634,7,0,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 2}]","{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1,-2,1
4,6963,7,1,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 2}]",,0,-2,-0.167
6,3045,0,2,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 2}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}]",,2,0,-0.133
8,1196,0,3,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 2}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'Shop', 'coders': 2}]",,1,0,-0.107
10,2215,0,3,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 2}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'Shop', 'coders': 4}]",,1,0,-0.04
12,3483,0,3,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 4}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'Shop', 'coders': 4}]",,0,0,-0.029
14,2882,3,3,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 4}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 4}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'Shop', 'coders': 4}]",,1,0,-0.036
16,7102,9,4,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 4}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 4}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'Shop', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'GreenGrocery', 'coders': 2}]",,3,0,-0.029
18,9854,8,5,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 4}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 4}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'Shop', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'GreenGrocery', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'Shop', 'coders': 2}]",,1,0,-0.026
20,278,6,5,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 4}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 6}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'Shop', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'GreenGrocery', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'Shop', 'coders': 2}]",,0,0,-0.002
22,2480,6,5,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 4}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 8}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'Shop', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'GreenGrocery', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'Shop', 'coders': 2}]",,0,0,0.031
24,5273,15,5,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 4}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 8}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'GreenGrocery', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'Shop', 'coders': 2}]",,2,0,0.033
26,5746,12,5,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 4}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 8}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'GreenGrocery', 'coders': 4}, {'situation': 'CollapsedBuilding', 'object': 'Shop', 'coders': 2}]",,3,0,0.017
28,7371,18,5,"[{'situation': 'EmergencyBuilding', 'object': 'ButcheryShop', 'coders': 6}, {'situation': 'CollapsedBuilding', 'object': 'ButcheryShop', 'coders': 8}, {'situation': 'Situation', 'object': 'BakeryShop', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'GreenGrocery', 'coders': 4}, {'situation': 'CollapsedBuilding', 'object': 'Shop', 'coders': 2}]",,1,0,0.015
