Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,867,0,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 6}]","{'situation': 'PanickedPeople', 'object': 'Family'}",0,1,1
12,6857,0,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 12}]",,0,1,1
18,2191,0,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 18}]",,0,1,1
24,8178,0,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 24}]",,0,1,1
30,9728,0,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 30}]",,0,1,1
36,624,6,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 36}]",,0,1,1
42,4206,6,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 42}]",,0,1,1
48,3259,12,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 48}]",,0,1,1
54,5618,15,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 54}]",,0,1,1
60,1516,14,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 60}]",,0,1,1
66,9372,16,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 66}]",,0,1,1
72,6506,18,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 72}]",,0,1,1
78,964,18,0,"[{'situation': 'PanickedPeople', 'object': 'Family', 'coders': 78}]",,0,1,1
