Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,8975,0,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 6}]","{'situation': 'BlockedByDebris', 'object': 'Family'}",0,1,1
12,9977,0,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 12}]",,0,1,1
18,12407,0,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 18}]",,0,1,1
24,13587,0,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 24}]",,0,1,1
30,14995,0,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 30}]",,0,1,1
36,18800,0,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 36}]",,0,1,1
42,7578,0,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 42}]",,0,1,1
48,8856,0,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 48}]",,0,1,1
54,8210,9,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 54}]",,0,1,1
60,1761,9,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 60}]",,0,1,1
66,19653,18,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 66}]",,0,1,1
72,2433,3,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 72}]",,0,1,1
78,1390,13,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 78}]",,0,1,1
84,5339,13,0,"[{'situation': 'BlockedByDebris', 'object': 'Family', 'coders': 84}]",,0,1,1
