Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,10200,6,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 6}]","{'situation': 'CollapsedBuilding', 'object': 'PoliceStation'}",0,1,1
12,2723,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 12}]",,0,1,1
18,9787,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 18}]",,0,1,1
24,10498,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 24}]",,0,1,1
30,2938,4,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 30}]",,0,1,1
36,890,6,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 36}]",,0,1,1
42,931,6,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 42}]",,0,1,1
48,2392,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 48}]",,0,1,1
54,8537,12,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 54}]",,0,1,1
60,15896,12,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 60}]",,0,1,1
66,13892,8,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 66}]",,0,1,1
72,8539,7,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 72}]",,0,1,1
78,9734,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 78}]",,0,1,1
84,3674,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 84}]",,0,1,1
90,12101,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 90}]",,0,1,1
96,16030,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 96}]",,0,1,1
102,8433,9,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 102}]",,0,1,1
108,12562,3,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 108}]",,0,1,1
114,16956,14,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 114}]",,0,1,1
120,9634,15,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 120}]",,0,1,1
126,12386,15,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 126}]",,0,1,1
132,2215,23,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 132}]",,0,1,1
138,8240,17,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 138}]",,0,1,1
144,4865,17,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 144}]",,0,1,1
150,19362,11,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 150}]",,0,1,1
156,15807,23,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 156}]",,0,1,1
162,3836,22,0,"[{'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 162}]",,0,1,1
