Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,14028,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 6}]","{'situation': 'OnFireBuilding', 'object': 'Students'}",0,1,1
12,2707,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 12}]",,0,1,1
18,9121,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 18}]",,0,1,1
24,17827,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 24}]",,0,1,1
30,16897,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 30}]",,0,1,1
36,858,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 36}]",,0,1,1
42,5824,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 42}]",,0,1,1
48,16376,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 48}]",,0,1,1
54,9270,6,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 54}]",,0,1,1
60,11221,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 60}]",,0,1,1
66,15999,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 66}]",,0,1,1
72,15741,6,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 72}]",,0,1,1
78,18386,6,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 78}]",,0,1,1
84,15515,12,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 84}]",,0,1,1
90,9300,16,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 90}]",,0,1,1
96,5392,12,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 96}]",,0,1,1
102,7347,12,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 102}]",,0,1,1
108,18195,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 108}]",,0,1,1
114,2429,12,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 114}]",,0,1,1
120,715,12,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 120}]",,0,1,1
126,18473,0,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 126}]",,0,1,1
132,19070,6,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 132}]",,0,1,1
138,19387,6,0,"[{'situation': 'OnFireBuilding', 'object': 'Students', 'coders': 138}]",,0,1,1
