Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
15,58,3,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 15}]","{'situation': 'OnFireBuilding', 'object': 'PoliceStation'}",0,1,1
21,5620,0,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 21}]",,0,1,1
27,6281,0,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 27}]",,0,1,1
33,6756,0,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 33}]",,0,1,1
39,11475,0,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 39}]",,0,1,1
45,13982,0,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 45}]",,0,1,1
51,4994,3,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 51}]",,0,1,1
57,5705,3,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 57}]",,0,1,1
63,12081,3,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 63}]",,0,1,1
69,13019,3,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 63}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,1,1,0.68
75,13577,3,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 69}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.704
81,15172,3,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 75}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.724
87,19688,3,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 81}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.742
93,14894,0,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 87}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.757
99,7225,6,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 93}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.771
105,4670,0,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 99}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.783
111,1636,0,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 105}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.795
117,6802,6,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 111}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.805
123,15621,6,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 117}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.814
129,19451,6,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 123}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.822
135,4783,0,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 129}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.829
141,13157,10,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 135}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.836
147,11446,10,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 141}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 6}]",,0,1,0.843
