Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,94,6,0,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 6}]","{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson'}",0,1,1
9,8272,0,1,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 3}]",,1,0,0.056
12,7275,0,1,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 9}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 3}]",,0,0,0.216
15,156,0,1,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 12}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 3}]",,0,1,0.337
18,2012,3,2,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 12}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 3}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 3}]",,1,0,0.221
21,7182,3,2,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 12}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 3}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 6}]",,1,0,0.114
24,8673,3,3,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 12}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 3}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'MiddleAgePerson', 'coders': 3}]",,1,0,0.096
27,3584,15,3,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 12}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 3}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'MiddleAgePerson', 'coders': 6}]",,1,0,0.052
30,368,9,3,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 15}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 3}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'MiddleAgePerson', 'coders': 6}]",,0,0,0.097
33,2572,9,3,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 18}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 3}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'MiddleAgePerson', 'coders': 6}]",,0,0,0.143
36,7711,12,3,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 18}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 3}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'MiddleAgePerson', 'coders': 9}]",,1,0,0.111
39,664,18,3,"[{'situation': 'BlockedBuilding', 'object': 'MiddleAgePerson', 'coders': 21}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 3}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'MiddleAgePerson', 'coders': 9}]",,0,0,0.147
