Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
2,1007,0,0,"[{'situation': 'EmergencyPeople', 'object': 'OldPerson', 'coders': 2}]","{'situation': 'BlockedBuilding', 'object': 'OldPerson'}",3,-2,1
4,862,0,1,"[{'situation': 'EmergencyPeople', 'object': 'OldPerson', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 2}]",,1,-2,-0.167
6,5717,0,2,"[{'situation': 'EmergencyPeople', 'object': 'OldPerson', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'OldPerson', 'coders': 2}]",,0,0,-0.133
8,6686,0,2,"[{'situation': 'EmergencyPeople', 'object': 'OldPerson', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'OldPerson', 'coders': 4}]",,0,0,-0.027
10,6945,0,3,"[{'situation': 'EmergencyPeople', 'object': 'OldPerson', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'OldPerson', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 2}]",,2,0,-0.04
12,9343,0,3,"[{'situation': 'EmergencyPeople', 'object': 'OldPerson', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 4}, {'situation': 'BlockedBuilding', 'object': 'OldPerson', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 2}]",,1,0,-0.029
14,657,0,3,"[{'situation': 'EmergencyPeople', 'object': 'OldPerson', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 4}, {'situation': 'BlockedBuilding', 'object': 'OldPerson', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 4}]",,1,0,-0.036
16,122,0,3,"[{'situation': 'EmergencyPeople', 'object': 'OldPerson', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 4}, {'situation': 'BlockedBuilding', 'object': 'OldPerson', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 4}]",,0,0,-0.006
18,6077,0,3,"[{'situation': 'EmergencyPeople', 'object': 'OldPerson', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 4}, {'situation': 'BlockedBuilding', 'object': 'OldPerson', 'coders': 8}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 4}]",,0,0,0.038
20,7132,0,4,"[{'situation': 'EmergencyPeople', 'object': 'OldPerson', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 4}, {'situation': 'BlockedBuilding', 'object': 'OldPerson', 'coders': 8}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'YoungPerson', 'coders': 2}]",,2,0,0.036
22,8925,0,5,"[{'situation': 'EmergencyPeople', 'object': 'OldPerson', 'coders': 2}, {'situation': 'BlockedBuilding', 'object': 'People', 'coders': 4}, {'situation': 'BlockedBuilding', 'object': 'OldPerson', 'coders': 8}, {'situation': 'EmergencyBuilding', 'object': 'People', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'YoungPerson', 'coders': 2}, {'situation': 'FloodedBuilding', 'object': 'MiddleAgePerson', 'coders': 2}]",,2,0,0.031
