Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,2441,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 6}]","{'situation': 'BlockedBuilding', 'object': 'Students'}",0,1,1
12,3481,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 12}]",,0,1,1
18,8168,3,0,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 18}]",,0,1,1
24,3114,3,0,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 24}]",,0,1,1
30,9709,3,0,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 30}]",,0,1,1
36,9941,3,0,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 36}]",,0,1,1
42,5538,9,0,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 42}]",,0,1,1
48,8259,12,0,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 48}]",,0,1,1
54,1660,15,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 48}, {'situation': 'BlockedBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,1,1,0.601
60,5816,15,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 54}, {'situation': 'BlockedBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.637
66,7339,22,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 60}, {'situation': 'BlockedBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.667
