Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,7438,0,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 6}]","{'situation': 'NoFoodPeople', 'object': 'OldPerson'}",0,1,1
12,557,0,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 12}]",,0,1,1
18,913,0,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 18}]",,0,1,1
24,4053,0,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 24}]",,0,1,1
30,1874,0,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 30}]",,0,1,1
36,9914,0,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 36}]",,0,1,1
51,19,18,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 51}]",,0,1,1
57,761,9,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 57}]",,0,1,1
63,2210,9,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 63}]",,0,1,1
69,659,5,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 69}]",,0,1,1
75,7069,20,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 75}]",,0,1,1
81,4195,19,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 81}]",,0,1,1
87,3830,29,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 87}]",,0,1,1
93,9421,31,0,"[{'situation': 'NoFoodPeople', 'object': 'OldPerson', 'coders': 93}]",,0,1,1
