Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,2395,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Shop', 'coders': 6}]","{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1,1,1
12,2224,0,1,"[{'situation': 'BlockedBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 6}]",,0,0,-0.045
18,3893,0,1,"[{'situation': 'BlockedBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 12}]",,0,0,0.085
24,7728,0,1,"[{'situation': 'BlockedBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 18}]",,0,1,0.234
30,4487,3,1,"[{'situation': 'BlockedBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 24}]",,0,1,0.349
36,7126,14,1,"[{'situation': 'BlockedBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 30}]",,0,1,0.437
51,42,34,1,"[{'situation': 'BlockedBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 45}]",,0,1,0.581
57,7478,20,1,"[{'situation': 'BlockedBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 51}]",,0,1,0.62
63,6038,15,1,"[{'situation': 'BlockedBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 57}]",,0,1,0.653
69,4768,26,1,"[{'situation': 'BlockedBuilding', 'object': 'Shop', 'coders': 6}, {'situation': 'BlockedBuilding', 'object': 'GreenGrocery', 'coders': 63}]",,0,1,0.68
