Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,58,3,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 6}]","{'situation': 'OnFireBuilding', 'object': 'PoliceStation'}",0,1,1
8,5620,0,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 8}]",,0,1,1
10,6281,0,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 10}]",,0,1,1
12,6756,0,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 10}, {'situation': 'Situation', 'object': 'School', 'coders': 2}]",,2,1,0.419
14,4994,3,2,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 10}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 2}]",,1,0,0.292
16,5705,3,3,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 10}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 2}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}]",,2,0,0.213
18,1636,0,3,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 10}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}]",,1,0,0.141
20,4670,0,4,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 10}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}]",,1,0,0.114
22,4783,0,4,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 12}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}]",,0,0,0.164
24,6802,6,4,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 12}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 6}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}]",,1,0,0.138
26,886,6,4,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 12}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 8}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}]",,1,0,0.13
28,3362,6,5,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 12}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 8}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 2}]",,2,0,0.116
30,7225,6,5,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 12}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 8}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 2}]",,2,0,0.089
